titulo,autores,anio,Línea prioritaria de investigación ECAP,tipo,estado,latitud,longitud,resumen,presupuesto
"Evaluación de la ocupación de hábitat y comportamiento del oso andino (Tremarctos ornatus) en el Refugio de Vida Silvestre APH Ponce Paluguillo, Pichincha-Ecuador entre los años 2022 y 2024",Lenin Fernando Urrutia Merchan,2025,Ecología de páramo,Apoyo a investigacion,Finalizado,-0.3065877810,-78.2325152344,"El estudio evaluó la ocupación de hábitat y el comportamiento del oso andino en el Refugio de Vida Silvestre APH Ponce Paluguillo entre 2022 y 2024. Instaló 13 estaciones de cámaras trampa en cinco ecosistemas de páramo y analizó visitas, actividad y ocupación con modelos de una temporada y SIG. Registró diferencias de comportamiento por sexo y mayor frecuencia de visitas en Faccha y Niguanchi, aportando insumos para la conectividad y conservación.",
Evaluación de la variación de la calidad del agua en la cuenca alta del río Pita,Marcelo Fernando Amores Palma,2019,Hidrología,Apoyo a investigacion,Finalizado,-0.6199389130,-78.3815330830,"El trabajo evaluó la variación de la calidad del agua en la cuenca alta del río Pita a partir de 19 años de registros, cinco estaciones de monitoreo y el índice canadiense CCME. Analizó las relaciones espacio-temporales entre calidad y cantidad de agua en los sectores alto, medio y bajo. Los resultados mostraron mejor condición en la cabecera, deterioro en el tramo medio y recuperación parcial aguas abajo, evidenciando la influencia de los usos y presiones de la cuenca.",
"Evaluación del estado del humedal Pugllohuma, perteneciente al Área de Conservación Hídrica Antisana (ACHA), mediante el análisis de índices espectrales de imágenes capturadas desde una aeronave no tripulada (UAV)",Kevin Alejandro Palma Castro,2020,Ecología de páramo,Apoyo a investigacion,Finalizado,-0.500285,-78.216706,"El estudio evaluó el estado del humedal Pugllohuma, en el Área de Conservación Hídrica Antisana, mediante topografía e índices espectrales obtenidos con UAV. Planificó vuelos con sensores RGB y multiespectral, generó productos fotogramétricos y mapas de agua para caracterizar aproximadamente 25 ha. Identificó zonas bajas con alta capacidad de acumulación y vegetación circundante húmeda y en buen estado, y propuso validar y extender la metodología en otras épocas y humedales andinos.",
Evaluación del impacto de los hongos micorrícicos arbusculares (AM) autóctonos y exógenos en el desarrollo de plantas de Polylepis incana Kunth,Karen Yesenia Suntaxi Cruz,2025,Restauración de la cobertura vegetal,Apoyo a investigacion,Finalizado,-0.3067120000,-78.2321870000,"El estudio evaluó el efecto de hongos micorrícicos arbusculares autóctonos y exógenos sobre plántulas de Polylepis incana en la Reserva Hídrica Ponce Paluguillo. Comparó tratamientos con ambos inóculos y sin micorrizas, midiendo biomasa, longitud, esporas y colonización con pruebas ANOVA y Kruskal-Wallis. El tratamiento exógeno aumentó significativamente las esporas de 7,17 a 9,70 por gramo de suelo, mostrando mayor capacidad de propagación que el autóctono en el periodo evaluado.",
Exploración del producto satelital de precipitación IMERG V06 como insumo para la hidrología: determinación de curvas intensidad-duración-frecuencia (IDF) sub-diaria y diaria,Luis Marcelo Vargas Domínguez,2023,Hidrología,Apoyo a investigacion,Finalizado,-0.181394,-78.472193,"El trabajo evaluó el producto satelital IMERG V06 para construir curvas intensidad-duración-frecuencia subdiarias y diarias entre 2000 y 2021. Comparó series de 30 minutos y resolución 0,1° con estaciones del Distrito Metropolitano de Quito y otras regiones, aplicando análisis de extremos y ajuste probabilístico. El desempeño dependió de las condiciones fisiográficas y climáticas: IMERG tendió a subestimar intensidades cortas y a sobreestimarlas en duraciones largas, lo que limita su uso directo en diseño hidrológico.",
Impacto de la práctica del enduro en las propiedades hidrofísicas del suelo en el páramo de la cuenca alta del río Cinto,Valeria Alegría Cadena de la Espriella; Lizeth Alejandra Yánez Catota,2019,Ecología de páramo,Apoyo a investigacion,Finalizado,-0.1775534047,-78.5542830863,"El estudio evaluó el impacto del enduro en las propiedades hidrofísicas del suelo de páramo en la cuenca alta del río Cinto. Comparó zonas intervenidas y no intervenidas mediante densidad aparente, porosidad, conductividad hidráulica y retención de agua. Los resultados evidenciaron compactación en las áreas afectadas, con disminución de microporos, capacidad de retención y conductividad, y aumento de densidad aparente; estos cambios favorecen la escorrentía y la erosión.",750
"Impacto de los incendios en las propiedades hidrofísicas y químicas del suelo, volcán Atacazo",Michelle Gabriela Quintana Buitrón,2021,Ecología de páramo,Apoyo a investigacion,Finalizado,-0.3445240000,-78.6174400000,"El estudio cuantificó el impacto del incendio de septiembre de 2018 sobre las propiedades hidrofísicas y químicas de suelos de páramo del volcán Atacazo. Comparó microcuencas quemada y no quemada, dos profundidades, coberturas de pajonal y almohadilla, y un gradiente altitudinal mediante ensayos de laboratorio y campo. Detectó diferencias significativas en varios parámetros, especialmente en las partes alta y media del gradiente, y aportó una base espacial para evaluar afectación por incendios.",
Lateral Transport of Carbon due to Soil Erosion by Rainfall Simulation in the Northern Páramos of Ecuador,Rommel Patricio Arboleda Ruales,2019,Cambio climático y global,Apoyo a investigacion,Finalizado,-0.397425,-78.252671,"La tesis evaluó el transporte lateral de carbono y la erosión del suelo bajo lluvia simulada en páramos del norte del Ecuador. Comparó usos y alteraciones del suelo, incluidos pajonal, agricultura, barbecho, pastizal, extracción de suelo y zonas afectadas por oleoducto, con una intensidad media de lluvia de 10,5 mm/h. Identificó como prioritarias para monitoreo y restauración las áreas con minería de suelo, remoción por oleoducto y pastoreo por su mayor vulnerabilidad a degradación y erosión.",2690
"Micropropagación in vitro de Astragalus geminiflorus, una especie adaptada a zonas con degradación de suelo y endémica del Ecuador",Juan José Herrera Montenegro,2019,Restauración de la cobertura vegetal,Apoyo a investigacion,Finalizado,-0.480548,-78.230810,"El trabajo desarrolló un esquema de micropropagación in vitro de Astragalus geminiflorus, especie endémica adaptada a suelos degradados. Comparó explantes de campo y semillas, tratamientos de desinfección, medios de cultivo, enraizamiento y sustratos de aclimatación. Las semillas resultaron el material inicial más apropiado y la desinfección con hipoclorito de sodio al 1 % redujo la contaminación de explantes; el protocolo aporta insumos para multiplicación y restauración de poblaciones.",1600
Participatory management: Guayllabamba case study,Claudia Prehn Garcés,2019,Análisis Socioeconómicos y Ambientales,Apoyo a investigacion,Finalizado,-0.250818,-78.474326,"El estudio de caso analizó la gestión participativa del agua en la cuenca Guayllabamba, con atención a las interacciones y perspectivas de instituciones públicas, ONG y asociaciones de usuarios. Aplicó un diseño mixto emergente con entrevistas, encuesta y observación directa. Identificó fricciones asociadas a cambios institucionales y a planes percibidos como técnicos y abstractos, y mostró la importancia del diálogo entre actores para hacer más práctica la gestión del agua.",
"Respuesta hídrica de suelos de páramo bajo diferentes niveles de degradación, estudio de caso a escala de parcela",Luis Enrique Quinteros Maldonado,2017,Hidrología,Apoyo a investigacion,Finalizado,-0.4822432304,-78.2333009645,"El trabajo analizó la respuesta hídrica de suelos de páramo bajo distintos niveles de degradación en la unidad Jatunhuaycu, al oeste del nevado Antisana. Consideró un arenal de 21 ha asociado a pastoreo ovino y combinó mediciones de propiedades hidrofísicas, monitoreo de lluvia y análisis de erosión a escala de parcela. La conductividad hidráulica saturada varió entre niveles de degradación y mostró infiltración rápida en varios escenarios, información relevante para interpretar la pérdida de regulación y el aporte de sedimentos.",
Simulación de la hidrología de la cuenca Humboldt del volcán Antisana,Jean Carlos Ruiz Hernández,2015,Hidrología,Apoyo a investigacion,Finalizado,-0.5204099162,-78.2235902767,"El trabajo simuló la hidrología de la cuenca Humboldt del volcán Antisana sin considerar el aporte glaciar. Implementó el modelo físico DHSVM con modelo digital de elevación, cobertura vegetal, tipo y espesor de suelo, red de drenaje y datos meteorológicos, y calibró y validó caudales observados. Validó la representación del caudal base y de la respuesta a lluvias, y propuso parámetros de suelo y vegetación para investigaciones futuras, aunque reconoce limitaciones de datos meteorológicos multianuales.",
"Sounds of Regeneration: Structural and Bioacoustic Characteristics of Paramo, Primary Forest, and Secondary Forest in the High Elevation Tropical Andes",Alyssa Killingsworth,2025,Ecología de páramo,Apoyo a investigacion,Finalizado,-0.517583,-78.235406,"El proyecto comparó características estructurales y bioacústicas de páramo, bosque primario y bosque secundario en los Andes tropicales de gran altitud. Realizó transectos de vegetación y registró sonidos con unidades autónomas, incorporando cobertura, pendiente, temperatura y humedad en los análisis estadísticos. Encontró diferencias estructurales entre coberturas y relaciones entre actividad sonora y condiciones del hábitat; recomienda ampliar el muestreo para precisar patrones de regeneración.",
Wetland monitoring technification for the Ecuadorian Andean region based on a multi-agent framework,Esteban Valencia; Iván Changoluisa; Kevin Palma; Patricio Cruz; Deyanira Valencia; Paul Ayala; Victor Hidalgo; Diego Quisi; Nelson Jara; Diana Puga,2022,Ecología de páramo,Apoyo a investigacion,Finalizado,-0.502555,-78.212197,"El artículo desarrolló y validó un marco multiagente de monitoreo de humedales altoandinos que combina mediciones de campo, imágenes satelitales y ortomosaicos de UAV. Lo aplicó en el humedal Pugllohuma, Área de Conservación Hídrica Antisana, mediante procesamiento RGB, índices multiespectrales y análisis topográfico. El esquema RGB estimó 36 % de área saturada, cercano al 39,27 % de la referencia multiespectral, y ofrece una alternativa de bajo costo para monitoreo periódico y escalable.",
Caracterización morfológica y molecular del agente causal de la pudrición radicular de pajonal (Calamagrostis fibrovaginata),Kevin Sebastian Bejarano Coronel,2026,Ecología de páramo,Becas,En curso,-0.4991166667,-78.2182516667,"La investigación caracteriza el agente asociado a la pudrición radicular de Calamagrostis fibrovaginata en el páramo de Antisana. Trabaja con aislamientos de plantas afectadas, cultivos en PDA, microscopía, amplificación de ITS, β-tubulina y TEF1-α, filogenia de máxima verosimilitud y ensayos de patogenicidad. El documento disponible identifica el aislado dentro del complejo Fusarium sambucinum y reporta que indujo síntomas de pudrición y marchitez en condiciones controladas; la delimitación a nivel de especie requiere marcadores adicionales.",
Diseño de la cadena de valor para el vivero de Yunguilla y Cruz Loma adaptada a los distintos métodos de propagación empleados en su producción para optimizar procesos y recursos,Xiomara Milena Yepez Franco,2026,Economía Ecológica y Economía Ambiental,Becas,En curso,-0.182913,-78.567421,"El estudio analiza la cadena de valor de plantas nativas en los viveros comunitarios Las Tolas y San Francisco de Cruz Loma. Con un diseño mixto, observacional y transversal para datos de 2025, integra entrevistas, observación, registros administrativos, mapeo de flujos, cálculo de costos y comparación con un vivero comercial. El documento disponible identifica dependencia de un solo comprador y precios de venta de 0,50 USD inferiores al precio mínimo viable estimado de 0,71 a 0,88 USD por planta, y propone acciones 5W2H y B2B para fortalecer la sostenibilidad.",
Análisis comparativo del estado ecológico de la vegetación acuática en dos humedales altoandinos del volcán Antisana,Maria Gracia Portilla Rivadeneira,2019,Ecología de páramo,Becas,Finalizado,-0.489631,-78.216805,"El estudio comparó el estado ecológico de la vegetación acuática en los humedales Patugllana y Pugllohuma, al pie del volcán Antisana, durante las épocas lluviosa y seca de 2018–2019. Identificó plantas acuáticas y algas filamentosas y relacionó su composición con parámetros físico-químicos, nutrientes, hierro y sulfatos. Registró 17 especies de plantas y ocho géneros de algas; Patugllana tuvo mayor riqueza y Pugllohuma mayor cobertura de algas filamentosas, y ambos humedales cambiaron fuertemente en época seca.",1496.5
Análisis de la calidad de agua en las áreas de conservación hídrica del FONAG para la evaluación de la eficacia de las estrategias de protección y conservación hídrica,Michelle Jazmín Parra Pedraza,2020,Análisis Socioeconómicos y Ambientales,Becas,Finalizado,-0.509635,-78.273149,"El estudio analizó la calidad del agua y la integridad ecológica de ríos de las Áreas de Conservación Hídrica Alto Pita, Antisana y Ponce Paluguillo para evaluar estrategias de FONAG entre 2014 y 2019. Comparó sitios gestionados y controles con parámetros físico-químicos, microbiológicos, biológicos y de hábitat, incluidos ICA, TSI, EPT, ABI y ASPT-E. Los ríos dentro de las áreas manejadas mostraron mejor calidad y menores fósforo total, fosfatos, DBO5 y coliformes fecales que los controles, evidencia compatible con efectos positivos de reducir presión ganadera y recuperar cobertura vegetal.",2000
Análisis de la concentración y distribución de parámetros físico químicos del embalse Salve Faccha,Andrea Estefania Llumiquinga Suntaxi,2022,Manejo de embalses,Becas,Finalizado,-0.365180,-78.172931,"El estudio analizó la concentración y distribución de parámetros físico-químicos en el embalse Salve Faccha, reservorio altoandino que aporta agua al abastecimiento de Quito. Combinó datos históricos, una hidroboya multiparamétrica y muestreos mensuales, con climogramas Walter-Lieth, rosas de viento, mapas de calor e isolíneas verticales. Identificó estratificaciones térmicas leves a 2,75 y 7,50 m y químicas entre 5 y 10 m en la época relativamente seca, influenciadas por el viento, sin anoxia ni estratificación marcada.",
Análisis de la concentración y distribución espacial de parámetros físicos en el embalse La Mica,Andrea Paulina López Cando; Andrés Vinicio Yar Hernández,2019,Manejo de embalses,Becas,Finalizado,-0.5430748283,-78.2259230203,"El estudio analizó la distribución temporal y espacial de parámetros físicos en el embalse La Mica, Napo, con registros históricos de EPMAPS y siete campañas de muestreo en 15 puntos y distintas profundidades. Elaboró isolíneas anuales y gráficos tridimensionales para oxígeno disuelto, temperatura, pH, conductividad, sólidos, turbidez, color y clorofila-a. El embalse presentó estratificación térmica leve entre noviembre y mayo, mezcla completa de junio a octubre y transparencia principalmente influida por clorofila-a; entre 1998 y 2018 la temperatura media disminuyó.",2300
"Análisis del modelo de gestión de agua potable comunitaria de Yunguilla, parroquia Calacalí, perteneciente al cantón Quito, provincia de Pichincha, Ecuador",Gabriela Elizabeth Camino Nuñez,2026,Análisis Socioeconómicos y Ambientales,Becas,Finalizado,-0.004326,-78.584211,"Analizó la sostenibilidad del modelo comunitario de agua potable de Yunguilla desde las dimensiones técnica, económica, sociocultural y ambiental. Combinó entrevistas, encuestas a hogares, observación, cartografía social y grupos focales, sistematizados con una matriz de cuádruple resultado. Encontró una organización comunitaria consolidada e infraestructura funcional, pero también deterioro de tuberías y válvulas, turbidez estacional, dependencia de un técnico y ausencia de fondo de emergencia; plantea reforzar mantenimiento, relevo técnico y gestión financiera.",
Caracterización del uso de hábitat de tres especies de roedores en páramos de la Reserva Ecológica Antisana,Ariatna José Villarreal Jaramillo,2019,Ecología de páramo,Becas,Finalizado,-0.4771500000,-78.2201305556,"Caracterizó el uso de hábitat, movimientos y actividad de Akodon mollis, Phyllotis haggardi y Thomasomys paramorum en cuatro transectos de páramo de Antisana. Integró caracterización florística, captura e identificación de roedores, rastreo de desplazamientos y análisis de diversidad. A. mollis se asoció con pajonal y Chuquiraga, P. haggardi con áreas abiertas y Plantago rigida, y T. paramorum con arbustales; las preferencias observadas deben leerse con cautela por el bajo tamaño muestral.",1270
"Caracterización física y climatológica de la cuenca alta, media y baja de los ríos Machángara, Monjas y San Pedro del Distrito Metropolitano de Quito",Yulexi Nicolle Resabala Loor; Darwin Mauricio Tipan Guano,2025,Hidrología,Becas,Finalizado,-0.230794,-78.506778,"Caracterizó las cuencas alta, media y baja de los ríos Machángara, Monjas y San Pedro para identificar sectores vulnerables y de manejo. Integró análisis morfométrico, climático, de cobertura y uso del suelo con QGIS, RStudio y registros meteorológicos de 2019 a 2023. Las cuencas son alargadas y tienen densidades de drenaje bajas a moderadas, mientras que las zonas altas muestran mayor susceptibilidad a escorrentía, erosión y deslizamientos; Machángara y Monjas evidencian mayor urbanización y San Pedro conserva más cobertura natural.",0
Caracterización isotópica de un evento de crecida sobre la microcuenca 1 del río Jatunhuaycu,Luis Felipe Silva Palmay,2019,Hidrología,Becas,Finalizado,-0.4885804574,-78.2393485821,"Caracterizó las señales de δ18O y δ2H de lluvia, escorrentía y agua de dos niveles de suelo durante una crecida en la microcuenca 1 del río Jatunhuaycu. Combinó monitoreo hidrológico y análisis isotópico para separar componentes de agua de evento y preevento. Las señales del suelo se relacionaron con la escorrentía y la fracción de preevento representó entre 89 % y 99 % del caudal, lo que indica predominio de agua almacenada en el sistema.",2177.25
Caracterización morfológica y molecular del agente causal de la muerte descendente en el árbol de papel (Polylepis incana),Ariana Ivette Zumba Montalvo,2026,Ecología de páramo,Becas,Finalizado,-0.499092,-78.214425,"Caracterizó el agente asociado a la muerte descendente de Polylepis incana en Ponce Paluguillo mediante aislamiento y cultivo, microscopía, secuenciación de ITS, β-tubulina y TEF1-α, filogenia multilocus y ensayos de patogenicidad. El aislado UCEFCAAZ-F1 fue identificado como Fusarium proliferatum. Las plantas inoculadas alcanzaron 61 % de severidad final y los controles permanecieron asintomáticos, aportando evidencia experimental de su patogenicidad.",1665.76
Caracterización morfométrica cuencas laderas del Pichincha: caracterización morfométrica cuenca Rumipamba,Jordan Daniel Loachamin Quinatoa,2025,Hidrología,Becas,Finalizado,-0.185304,-78.519281,"Caracterizó la morfometría de la cuenca Rumipamba en las laderas del Pichincha para describir su comportamiento físico e hidrológico. Delimitó el área, instaló nueve puntos de control y realizó un vuelo con dron de más de 5.000 imágenes para generar un modelo digital de elevación y ortomosaico; después calculó parámetros en QGIS y SAGA GIS. La cuenca, de 577 ha, presentó forma alargada, pendiente media de 37,9° y densidad de drenaje de 2,2 km/km², rasgos compatibles con escorrentía rápida y erosión.",
Contaminación por microplásticos en lagos tropicales altoandinos: perspectivas sobre su origen y distribución en zonas remotas,Mariuxi de los Angeles Ramos Araujo,2022,Análisis Socioeconómicos y Ambientales,Becas,Finalizado,-0.392246,-78.152676,"Cuantificó y caracterizó microplásticos en agua superficial y sedimentos de cinco lagos altoandinos del sistema Papallacta–Oyacachi. Analizó abundancia, tamaño, color, forma y composición polimérica, además de posibles fuentes locales y atmosféricas. Registró microplásticos en ambos medios, con predominio de fibras y películas y presencia de celofán, polietileno y polipropileno; el estudio plantea que pesca, campismo, senderismo y transporte atmosférico podrían contribuir a los aportes.",
Desarrollo del Enfoque de Múltiples-Hipótesis para la Conceptualización de Procesos Hidrológicos en una cuenca de Páramo Andino del Norte del Ecuador usando Modelos de Lluvia-Escorrentía,Magaly Estefanía García González; Karla Tatiana Reinoso Luzuriaga,2022,Hidrología,Becas,Finalizado,-0.496249,-78.253563,"Desarrolló y contrastó hipótesis conceptuales de procesos hidrológicos para dos microcuencas de páramo de Jatunhuaycu mediante modelos lluvia–escorrentía. Calibró y evaluó configuraciones de reservorios, funciones de transferencia y criterios de eficiencia e información frente a caudales observados. Aunque las microcuencas eran cercanas y de tamaño similar, requirieron conceptualizaciones distintas: tres reservorios en paralelo con pérdida para M2 y tres en paralelo para M3, lo que sugiere efectos de geología, infiltración y flujos rápidos y lentos.",2697
Determinación de perímetros de protección para las captaciones de agua subterránea de los sistemas acuíferos del Distrito Metropolitano de Quito como herramienta de gestión del recurso hídrico,Felipe Sebastián Castillo Realpe,2017,Hidrogeología,Becas,Finalizado,-0.184665,-78.488304,"Delimitó zonas vulnerables a contaminación y perímetros de protección para captaciones de agua subterránea del Distrito Metropolitano de Quito. Aplicó DRASTIC en ArcGIS, lo contrastó con GOD y diseñó perímetros con los métodos de Wyssling y Jacobs & Bear, considerando fuentes potenciales de contaminación. DRASTIC estimó 1.886,6 ha de vulnerabilidad baja y 707,46 ha alta; las zonas más vulnerables incluyeron sectores como San José del Inca, La Magdalena, Solanda y Las Cuadras.",300
Efecto de la hidrología sobre el contenido de Carbono Orgánico Disuelto (DOC) en cuatro turberas altoandinas con diferentes grados de intervención,Geordy Alexander Guerrero Minaya,2022,Cambio climático y global,Becas,Finalizado,-0.518977,-78.284006,"Analizó los controles topográficos e hidrometeorológicos del carbono orgánico disuelto en cuatro turberas altoandinas de Antisana y Alto Pita con distintos niveles de intervención. Relacionó concentraciones de DOC con precipitación, temperatura, color, sólidos disueltos y condiciones de drenaje. La topografía no explicó las concentraciones y los controles fueron específicos de cada sitio: precipitación en Jatunhuaycu y Tungurahua, precipitación antecedente en Chamilco y precipitación junto con drenaje en Pugllohuma.",
Efecto de la morfología de las cuencas sobre la dinámica espacio temporal de humedales alto andino,David Ismael Guaña Caiza,2022,Hidrología,Becas,Finalizado,-0.385827,-78.147369,"Determinó la variación espacio-temporal del área superficial de humedales altoandinos y su relación con la morfología de cuencas del sistema Ñucanchi Turubamba, Papallacta–Oyacachi. Procesó imágenes Sentinel-1 en Google Earth Engine con clasificación Otsu, calculó área inundada y frecuencia de inundación, y aplicó análisis de componentes principales y agrupamiento. La extensión inundada varió entre 0,6 % y 42,6 % de las cuencas, con un máximo en mayo, y se identificaron tres grupos con dinámicas diferenciadas.",
"Estimation of Deer Population by Means of Indirect Methods: Distance method, Fecal Accumulation Rate, Fecal Standing Crop at the Antisana Paramo in Ecuador",Henry José Herrera Palacios,2019,Ecología de páramo,Becas,Finalizado,-0.487926,-78.210394,"Estimó la población de venado de cola blanca en el páramo del Antisana mediante conteos desde puntos de observación y tres métodos indirectos: acumulación de heces, permanencia de heces y muestreo por distancias. Los cálculos variaron entre 668,55 y 956,67 individuos según el método, mientras el conteo directo fijó un mínimo de 760. El muestreo por distancias y el recuento de heces resultaron los métodos más útiles para seguimiento; los venados mostraron mayor uso de vegetación herbácea húmeda y seca.",540
Estudio de la influencia de la morfología del embalse Salve Faccha en su estado trófico actual,Jonathan Paúl Cabascango Gualacata; Daniel Fernando Guachamín Andrade,2018,Manejo de embalses,Becas,Finalizado,-0.367911,-78.165984,"Estudió la relación entre morfología, evolución y estado trófico del embalse Salve Faccha mediante batimetría con ecosonda en 51 transectos, ortofotografías y análisis físico-químicos de agua. Calculó parámetros morfométricos y aplicó el índice trófico modificado de Toledo Jr. y criterios OECD. Para 2017 el volumen se había reducido cerca de 3 % respecto de 2007, principalmente en la zona lacustre, y el embalse fue clasificado como eutrófico.",1436
Evaluación de la edad del resto de poda de Lantana camara como material de empaque en un sistema de biofiltración para aguas residuales domésticas,David Andrés Moreno Jaya,2019,Análisis Socioeconómicos y Ambientales,Becas,Finalizado,-0.202909,-78.490845,"Evaluó el efecto de la edad y granulometría de restos de poda de Lantana camara en biofiltros de aguas residuales domésticas a escala de laboratorio. Operó cuatro reactores con materiales gruesos o finos y con o sin espinas, y monitoreó DQO semanalmente junto con pH, temperatura, color y turbidez. El material fino sin espinas obtuvo la mayor remoción media de DQO, 60,59 %, y todos los biofiltros estabilizados superaron 54 %.",2728
Evaluación de la herramienta de simulación del recurso hídrico Hydro-BID para la cuantificación de la disponibilidad de agua en la cuenca alta del río Guayllabamba y unidades hídricas aportantes de agua para el Distrito Metropolitano de Quito,Viviana Paola Bravo Ortiz,2020,Hidrología,Becas,Finalizado,-0.517488,-78.219954,"Evaluó Hydro-BID para cuantificar la disponibilidad hídrica en la cuenca alta del Guayllabamba y sus unidades aportantes al Distrito Metropolitano de Quito. Alimentó y calibró el modelo con precipitación, temperatura y caudales diarios, y contrastó las simulaciones con observaciones de estaciones y unidades hidrográficas. Reprodujo aceptablemente caudales medios diarios, pero tendió a sobreestimar picos altos y subestimar caudales bajos, lo que evidencia la necesidad de mejorar insumos de monitoreo y representar aportes glaciares.",1487
Evaluación de la respuesta fenológica y morfológica de 13 especies de plantas de páramo ante un calentamiento experimental,Mauricio Gabriel Sáenz Lituma,2019,Cambio climático y global,Becas,Finalizado,-0.473508,-78.184691,"Evaluó la respuesta fenológica y morfológica de 13 especies de plantas del páramo de Antisana ante calentamiento experimental en cámaras abiertas. Registró fases reproductivas y las comparó con datos climáticos y plantas fuera de las cámaras. No encontró un desplazamiento fenológico general significativo, aunque algunas fenofases se adelantaron hasta dos meses bajo calentamiento y la producción de estructuras reproductivas fue menor; la precipitación aparece como un posible factor relevante.",2100
"Evaluación de riesgos por la propagación del volumen de avenida de la Represa Rumipamba Alto ubicado en el barrio la Primavera, parroquia Belisario Quevedo en el Centro-Norte de la Ciudad de Quito",María José Haro Morales; José Alexander Saldarriaga Ibarra,2026,Manejo de embalses,Becas,Finalizado,-0.178598,-78.509722,"Evaluó la propagación de una onda de avenida ante escenarios hipotéticos de falla de la represa Rumipamba Alto en Quito. Integró GNSS-RTK, fotogrametría con dron, modelos digitales de terreno, análisis hidrológico y modelación hidráulica bidimensional en Iber para estimar extensión, calados, velocidades y tiempos de llegada. La zonificación de peligro estimó áreas inundadas desde aproximadamente 0,23 km² hasta 2,94 km² en el escenario límite y permitió una evaluación preliminar de exposición.",1805.5
Evaluación de tres sustratos y un control de una especie de Polylepis (Polylepis incana) para la restauración de un ecosistema nativo en el Área de Protección Hídrica Ponce Paluguillo,Alcides Guzman,2025,Restauración de la cobertura vegetal,Becas,Finalizado,-0.152846,-78.213567,"Evaluó cuatro tratamientos de sustrato para propagar esquejes de Polylepis incana en el vivero de Ponce Paluguillo como apoyo a la restauración. Comparó mezclas de tierra negra, tierra de páramo, hojarasca y cascajo mediante propiedades físico-químicas, densidad, nutrientes y respuesta de las plántulas. Los tratamientos no difirieron en pH, conductividad, potencial redox ni cenizas, pero sí en densidad, nitrógeno y fósforo; el informe destaca la importancia de porosidad, baja compactación y materia orgánica para el establecimiento inicial.",
Evaluación del servicio ecosistémico correspondiente a la producción de agua en la cuenca alta del río Guayllabamba utilizando el modelo computacional InVEST,Sandra Janeth Torres Paguay,2018,Economía Ecológica y Economía Ambiental,Becas,Finalizado,-0.322179,-78.427593,"Evaluó el servicio ecosistémico de producción de agua en la cuenca alta del Guayllabamba con el modelo InVEST. Integró una red de 133 pluviómetros, precipitación satelital corregida, evapotranspiración, caudales de 12 subcuencas y cobertura y uso del suelo en un balance hídrico anual espacialmente distribuido. Generó mapas de rendimiento hídrico y estimó valores de hasta 1.500 mm/año en zonas altas cercanas a Antisana, Cayambe y Pichincha, resaltando la importancia de corregir información global con observaciones de campo.",2810
Evaluación espacial de la dinámica de sedimentos y de color real en los ríos Jatunhuayco y Antisana del sistema de agua La Mica Quito Sur,María Cristina Alarcón Espinoza; Jhonny Alexander Flores Ruales,2026,Hidrología,Becas,Finalizado,-0.502216,-78.246818,"Evaluó la dinámica de sedimentos y el color real en los ríos Jatunhuayco y Antisana del sistema La Mica–Quito Sur. Realizó campañas de campo, aforos con micromolinete y dilución química, análisis de fracciones de sólidos, turbidez, color, pH, temperatura y oxígeno, y procesó los datos en RStudio y QGIS. Jatunhuayco presentó mayores sedimentos y variabilidad de color, mientras Antisana fue más estable, comportamiento que la fuente asocia a su origen glaciar y a aportes de ojos de agua.",
Flujo génico entre poblaciones de Polylepis incana Kunth. y P. racemosa Ruiz & Pav. del Área de Conservación de Paluguillo en la Estación Científica Agua y Páramo en Pichincha,Dominique Alejandra Vargas Salinas,2021,Ecología de páramo,Becas,Finalizado,-0.161739,-78.222406,"Determinó si existe flujo génico entre Polylepis incana y P. racemosa en Paluguillo y la Estación Científica Agua y Páramo. Genotipó 60 individuos de seis poblaciones con ocho marcadores ISSR y comparó forma foliar mediante morfometría geométrica. Encontró baja diversidad genética, 98 % de bandas polimórficas y mayor variabilidad dentro que entre poblaciones; no identificó híbridos, pero estimó intercambio génico cercano a 0,9 individuos por generación.",2938
Identificación de los controladores hidrometeorológicos en la concentración de Carbono Orgánico Disuelto (COD) en humedales del páramo del norte de Ecuador,Christian Ricardo Naranjo Ulloa; Andrea Marcela Calle Cabrera,2022,Cambio climático y global,Becas,Finalizado,-0.5000000000,-78.2000000000,"Identificó factores hidrometeorológicos asociados a las concentraciones de carbono orgánico disuelto en humedales de páramo, incluidos Jatunhuaycu, Pugllohuma y Tungurahua. Revisó características de las series, condiciones antecedentes y relaciones mediante correlaciones y regresiones entre COD/DOC, caudal, precipitación y variables climáticas. Las correlaciones más consistentes se dieron con caudal y precipitación, salvo una relación débil con precipitación en Jatunhuaycu, aportando criterios para conservación, calidad de agua y balance de carbono.",0
